,file,folder,label
0,ambient_2647_0.wav,fold2,0
1,ambient_2602_0.wav,fold2,0
2,ambient-fall_47_1.wav,fold2,1
3,water-fall_47_1.wav,fold2,1
4,talk-fall_52_1.wav,fold2,1
5,talk-fall_17_1.wav,fold2,1
6,ambient_937_0.wav,fold2,0
7,ambient_2197_0.wav,fold2,0
8,ambient_972_0.wav,fold2,0
9,ambient_892_0.wav,fold2,0
10,ambient_2032_0.wav,fold2,0
11,ambient_2077_0.wav,fold2,0
12,ambient_2722_0.wav,fold2,0
13,ambient_852_0.wav,fold2,0
14,ambient_817_0.wav,fold2,0
15,ambient_2687_0.wav,fold2,0
16,ambient-fall_87_1.wav,fold2,1
17,fan-fall_77_1.wav,fold2,1
18,fan-fall_32_1.wav,fold2,1
19,ambient_2157_0.wav,fold2,0
20,ambient_2112_0.wav,fold2,0
21,talk-fall_92_1.wav,fold2,1
22,shower-fall_37_1.wav,fold2,1
23,shower-fall_72_1.wav,fold2,1
24,water-fall_87_1.wav,fold2,1
25,ambient_2407_0.wav,fold2,0
26,ambient_2442_0.wav,fold2,0
27,ambient_2392_0.wav,fold2,0
28,drip-fall_57_1.wav,fold2,1
29,drip-fall_12_1.wav,fold2,1
30,ambient_2272_0.wav,fold2,0
31,ambient_2237_0.wav,fold2,0
32,ambient_1947_0.wav,fold2,0
33,ambient_1902_0.wav,fold2,0
34,ambient_2562_0.wav,fold2,0
35,ambient_2527_0.wav,fold2,0
36,drip-fall_97_1.wav,fold2,1
37,ambient_1987_0.wav,fold2,0
38,ambient_2482_0.wav,fold2,0
39,ambient_1822_0.wav,fold2,0
40,ambient_1867_0.wav,fold2,0
41,ambient_2317_0.wav,fold2,0
42,ambient_2352_0.wav,fold2,0
43,quiet-fall_57_1.wav,fold2,1
44,quiet-fall_12_1.wav,fold2,1
45,ambient_1517_0.wav,fold2,0
46,ambient_1552_0.wav,fold2,0
47,ambient_682_0.wav,fold2,0
48,tap-fall_87_1.wav,fold2,1
49,ambient_1282_0.wav,fold2,0
50,ambient_152_0.wav,fold2,0
51,ambient_117_0.wav,fold2,0
52,ambient_727_0.wav,fold2,0
53,ambient_762_0.wav,fold2,0
54,ambient_1362_0.wav,fold2,0
55,ambient_1327_0.wav,fold2,0
56,chair-fall_27_1.wav,fold2,1
57,chair-fall_62_1.wav,fold2,1
58,ambient_1472_0.wav,fold2,0
59,ambient_1437_0.wav,fold2,0
60,ambient_642_0.wav,fold2,0
61,tap-fall_47_1.wav,fold2,1
62,ambient_607_0.wav,fold2,0
63,ambient_1592_0.wav,fold2,0
64,quiet-fall_97_1.wav,fold2,1
65,ambient_192_0.wav,fold2,0
66,ambient_1207_0.wav,fold2,0
67,ambient_1242_0.wav,fold2,0
68,ambient_487_0.wav,fold2,0
69,ambient_1757_0.wav,fold2,0
70,ambient_1712_0.wav,fold2,0
71,ambient_312_0.wav,fold2,0
72,ambient_357_0.wav,fold2,0
73,ambient_1087_0.wav,fold2,0
74,ambient_567_0.wav,fold2,0
75,ambient_522_0.wav,fold2,0
76,random-fall_72_1.wav,fold2,1
77,random-fall_37_1.wav,fold2,1
78,talk-fall_2_1.wav,fold2,1
79,ambient_1122_0.wav,fold2,0
80,ambient_1167_0.wav,fold2,0
81,ambient_37_0.wav,fold2,0
82,ambient_1632_0.wav,fold2,0
83,ambient_72_0.wav,fold2,0
84,ambient_1677_0.wav,fold2,0
85,ambient_277_0.wav,fold2,0
86,ambient_232_0.wav,fold2,0
87,ambient_1797_0.wav,fold2,0
88,ambient_402_0.wav,fold2,0
89,ambient_447_0.wav,fold2,0
90,ambient_1047_0.wav,fold2,0
91,ambient_1002_0.wav,fold2,0
92,ambient_397_0.wav,fold2,0
93,tap-fall_22_1.wav,fold2,1
94,ambient_662_0.wav,fold2,0
95,ambient_627_0.wav,fold2,0
96,tap-fall_67_1.wav,fold2,1
97,ambient_1227_0.wav,fold2,0
98,ambient_1262_0.wav,fold2,0
99,ambient_782_0.wav,fold2,0
100,ambient_1452_0.wav,fold2,0
101,ambient_1417_0.wav,fold2,0
102,chair-fall_42_1.wav,fold2,1
103,ambient_1382_0.wav,fold2,0
104,chair-fall_82_1.wav,fold2,1
105,ambient_1492_0.wav,fold2,0
106,ambient_707_0.wav,fold2,0
107,ambient_742_0.wav,fold2,0
108,ambient_1342_0.wav,fold2,0
109,ambient_1307_0.wav,fold2,0
110,ambient_1537_0.wav,fold2,0
111,ambient_1572_0.wav,fold2,0
112,quiet-fall_77_1.wav,fold2,1
113,quiet-fall_32_1.wav,fold2,1
114,ambient_172_0.wav,fold2,0
115,ambient_137_0.wav,fold2,0
116,ambient_422_0.wav,fold2,0
117,ambient_467_0.wav,fold2,0
118,ambient_1067_0.wav,fold2,0
119,ambient_1022_0.wav,fold2,0
120,ambient_17_0.wav,fold2,0
121,random-fall_92_1.wav,fold2,1
122,tap-fall_7_1.wav,fold2,1
123,ambient_1612_0.wav,fold2,0
124,ambient_52_0.wav,fold2,0
125,ambient_1657_0.wav,fold2,0
126,ambient_587_0.wav,fold2,0
127,ambient_1187_0.wav,fold2,0
128,ambient_257_0.wav,fold2,0
129,ambient_212_0.wav,fold2,0
130,ambient_547_0.wav,fold2,0
131,ambient_502_0.wav,fold2,0
132,random-fall_52_1.wav,fold2,1
133,random-fall_17_1.wav,fold2,1
134,ambient_92_0.wav,fold2,0
135,ambient_1697_0.wav,fold2,0
136,ambient_297_0.wav,fold2,0
137,ambient_1102_0.wav,fold2,0
138,ambient_1147_0.wav,fold2,0
139,ambient_1777_0.wav,fold2,0
140,ambient_1732_0.wav,fold2,0
141,ambient_2_0.wav,fold2,0
142,ambient_332_0.wav,fold2,0
143,ambient_377_0.wav,fold2,0
144,fan-fall_57_1.wav,fold2,1
145,fan-fall_12_1.wav,fold2,1
146,shower-fall_17_1.wav,fold2,1
147,shower-fall_52_1.wav,fold2,1
148,ambient_2177_0.wav,fold2,0
149,ambient_992_0.wav,fold2,0
150,ambient_2132_0.wav,fold2,0
151,ambient_2702_0.wav,fold2,0
152,ambient_872_0.wav,fold2,0
153,ambient_837_0.wav,fold2,0
154,ambient_2097_0.wav,fold2,0
155,ambient_2012_0.wav,fold2,0
156,ambient_2057_0.wav,fold2,0
157,fan-fall_97_1.wav,fold2,1
158,ambient_2667_0.wav,fold2,0
159,ambient-fall_22_1.wav,fold2,1
160,ambient-fall_67_1.wav,fold2,1
161,ambient_2622_0.wav,fold2,0
162,ambient_917_0.wav,fold2,0
163,ambient_952_0.wav,fold2,0
164,water-fall_67_1.wav,fold2,1
165,water-fall_22_1.wav,fold2,1
166,talk-fall_72_1.wav,fold2,1
167,shower-fall_92_1.wav,fold2,1
168,talk-fall_37_1.wav,fold2,1
169,ambient_1802_0.wav,fold2,0
170,ambient_1847_0.wav,fold2,0
171,ambient_2337_0.wav,fold2,0
172,ambient_2372_0.wav,fold2,0
173,ambient_2542_0.wav,fold2,0
174,ambient_2507_0.wav,fold2,0
175,ambient_2292_0.wav,fold2,0
176,ambient_2582_0.wav,fold2,0
177,drip-fall_77_1.wav,fold2,1
178,drip-fall_2_1.wav,fold2,1
179,drip-fall_32_1.wav,fold2,1
180,ambient_2252_0.wav,fold2,0
181,ambient_2217_0.wav,fold2,0
182,ambient_1967_0.wav,fold2,0
183,ambient_1922_0.wav,fold2,0
184,ambient_2427_0.wav,fold2,0
185,ambient_2462_0.wav,fold2,0
186,ambient_1887_0.wav,fold2,0
187,ambient_292_0.wav,fold2,0
188,ambient_1142_0.wav,fold2,0
189,ambient_1107_0.wav,fold2,0
190,ambient_507_0.wav,fold2,0
191,ambient_542_0.wav,fold2,0
192,ambient_97_0.wav,fold2,0
193,random-fall_12_1.wav,fold2,1
194,ambient_1692_0.wav,fold2,0
195,random-fall_57_1.wav,fold2,1
196,ambient_7_0.wav,fold2,0
197,ambient_372_0.wav,fold2,0
198,ambient_337_0.wav,fold2,0
199,ambient_1737_0.wav,fold2,0
200,ambient_1772_0.wav,fold2,0
201,ambient_1027_0.wav,fold2,0
202,ambient_1062_0.wav,fold2,0
203,ambient_462_0.wav,fold2,0
204,ambient_427_0.wav,fold2,0
205,ambient_1182_0.wav,fold2,0
206,ambient_217_0.wav,fold2,0
207,ambient_252_0.wav,fold2,0
208,ambient_57_0.wav,fold2,0
209,ambient_1652_0.wav,fold2,0
210,random-fall_97_1.wav,fold2,1
211,ambient_12_0.wav,fold2,0
212,tap-fall_2_1.wav,fold2,1
213,ambient_1617_0.wav,fold2,0
214,ambient_582_0.wav,fold2,0
215,ambient_1302_0.wav,fold2,0
216,ambient_1347_0.wav,fold2,0
217,chair-fall_87_1.wav,fold2,1
218,ambient_1497_0.wav,fold2,0
219,ambient_747_0.wav,fold2,0
220,ambient_702_0.wav,fold2,0
221,ambient_132_0.wav,fold2,0
222,ambient_177_0.wav,fold2,0
223,ambient_1577_0.wav,fold2,0
224,ambient_1532_0.wav,fold2,0
225,quiet-fall_37_1.wav,fold2,1
226,quiet-fall_72_1.wav,fold2,1
227,ambient_1267_0.wav,fold2,0
228,ambient_1222_0.wav,fold2,0
229,ambient_622_0.wav,fold2,0
230,tap-fall_62_1.wav,fold2,1
231,tap-fall_27_1.wav,fold2,1
232,ambient_667_0.wav,fold2,0
233,ambient_1387_0.wav,fold2,0
234,ambient_787_0.wav,fold2,0
235,ambient_1412_0.wav,fold2,0
236,ambient_1457_0.wav,fold2,0
237,chair-fall_47_1.wav,fold2,1
238,ambient_2212_0.wav,fold2,0
239,ambient_2257_0.wav,fold2,0
240,ambient_1927_0.wav,fold2,0
241,ambient_1962_0.wav,fold2,0
242,ambient_2587_0.wav,fold2,0
243,drip-fall_37_1.wav,fold2,1
244,drip-fall_7_1.wav,fold2,1
245,drip-fall_72_1.wav,fold2,1
246,ambient_1882_0.wav,fold2,0
247,ambient_2467_0.wav,fold2,0
248,ambient_2422_0.wav,fold2,0
249,ambient_1842_0.wav,fold2,0
250,ambient_1807_0.wav,fold2,0
251,ambient_2377_0.wav,fold2,0
252,ambient_2332_0.wav,fold2,0
253,ambient_2297_0.wav,fold2,0
254,ambient_2502_0.wav,fold2,0
255,ambient_2547_0.wav,fold2,0
256,ambient_2052_0.wav,fold2,0
257,ambient_2017_0.wav,fold2,0
258,ambient_957_0.wav,fold2,0
259,ambient_912_0.wav,fold2,0
260,water-fall_27_1.wav,fold2,1
261,water-fall_62_1.wav,fold2,1
262,talk-fall_32_1.wav,fold2,1
263,shower-fall_97_1.wav,fold2,1
264,talk-fall_77_1.wav,fold2,1
265,fan-fall_92_1.wav,fold2,1
266,ambient-fall_62_1.wav,fold2,1
267,ambient_2627_0.wav,fold2,0
268,ambient_2662_0.wav,fold2,0
269,ambient-fall_27_1.wav,fold2,1
270,shower-fall_57_1.wav,fold2,1
271,shower-fall_12_1.wav,fold2,1
272,ambient_997_0.wav,fold2,0
273,ambient_2137_0.wav,fold2,0
274,ambient_2172_0.wav,fold2,0
275,fan-fall_17_1.wav,fold2,1
276,fan-fall_52_1.wav,fold2,1
277,ambient_832_0.wav,fold2,0
278,ambient_2092_0.wav,fold2,0
279,ambient_877_0.wav,fold2,0
280,ambient_2742_0.wav,fold2,0
281,ambient_2707_0.wav,fold2,0
282,ambient_1982_0.wav,fold2,0
283,ambient_2522_0.wav,fold2,0
284,ambient_2567_0.wav,fold2,0
285,drip-fall_92_1.wav,fold2,1
286,ambient_1862_0.wav,fold2,0
287,ambient_1827_0.wav,fold2,0
288,ambient_2357_0.wav,fold2,0
289,ambient_2312_0.wav,fold2,0
290,ambient_2487_0.wav,fold2,0
291,ambient_2397_0.wav,fold2,0
292,ambient_2447_0.wav,fold2,0
293,ambient_2402_0.wav,fold2,0
294,ambient_2232_0.wav,fold2,0
295,ambient_2277_0.wav,fold2,0
296,ambient_1907_0.wav,fold2,0
297,ambient_1942_0.wav,fold2,0
298,drip-fall_17_1.wav,fold2,1
299,drip-fall_52_1.wav,fold2,1
300,ambient_812_0.wav,fold2,0
301,ambient_857_0.wav,fold2,0
302,ambient_2727_0.wav,fold2,0
