,file,folder,label
0,ambient_189_0.wav,fold4,0
1,ambient_1259_0.wav,fold4,0
2,quiet-fall_34_1.wav,fold4,1
3,ambient_1574_0.wav,fold4,0
4,tap-fall_19_1.wav,fold4,1
5,ambient_659_0.wav,fold4,0
6,ambient_1589_0.wav,fold4,0
7,ambient_174_0.wav,fold4,0
8,ambient_1494_0.wav,fold4,0
9,ambient_744_0.wav,fold4,0
10,chair-fall_84_1.wav,fold4,1
11,ambient_1344_0.wav,fold4,0
12,chair-fall_79_1.wav,fold4,1
13,ambient_1469_0.wav,fold4,0
14,chair-fall_44_1.wav,fold4,1
15,ambient_1379_0.wav,fold4,0
16,ambient_784_0.wav,fold4,0
17,ambient_1454_0.wav,fold4,0
18,ambient_779_0.wav,fold4,0
19,ambient_1384_0.wav,fold4,0
20,ambient_664_0.wav,fold4,0
21,tap-fall_24_1.wav,fold4,1
22,ambient_1299_0.wav,fold4,0
23,ambient_149_0.wav,fold4,0
24,ambient_1264_0.wav,fold4,0
25,ambient_1549_0.wav,fold4,0
26,ambient_699_0.wav,fold4,0
27,ambient_1734_0.wav,fold4,0
28,ambient_1019_0.wav,fold4,0
29,ambient_334_0.wav,fold4,0
30,ambient_4_0.wav,fold4,0
31,ambient_419_0.wav,fold4,0
32,ambient_229_0.wav,fold4,0
33,ambient_504_0.wav,fold4,0
34,random-fall_54_1.wav,fold4,1
35,ambient_94_0.wav,fold4,0
36,ambient_69_0.wav,fold4,0
37,ambient_1629_0.wav,fold4,0
38,ambient_1104_0.wav,fold4,0
39,random-fall_94_1.wav,fold4,1
40,ambient_1614_0.wav,fold4,0
41,ambient_54_0.wav,fold4,0
42,ambient_1139_0.wav,fold4,0
43,ambient_214_0.wav,fold4,0
44,ambient_539_0.wav,fold4,0
45,random-fall_69_1.wav,fold4,1
46,ambient_309_0.wav,fold4,0
47,ambient_424_0.wav,fold4,0
48,ambient_1709_0.wav,fold4,0
49,ambient_1024_0.wav,fold4,0
50,ambient_2109_0.wav,fold4,0
51,shower-fall_69_1.wav,fold4,1
52,talk-fall_89_1.wav,fold4,1
53,ambient-fall_24_1.wav,fold4,1
54,ambient_2624_0.wav,fold4,0
55,water-fall_24_1.wav,fold4,1
56,fan-fall_29_1.wav,fold4,1
57,talk-fall_74_1.wav,fold4,1
58,shower-fall_94_1.wav,fold4,1
59,ambient_954_0.wav,fold4,0
60,ambient_849_0.wav,fold4,0
61,ambient_2014_0.wav,fold4,0
62,ambient_2739_0.wav,fold4,0
63,ambient_2029_0.wav,fold4,0
64,ambient_889_0.wav,fold4,0
65,ambient_2704_0.wav,fold4,0
66,ambient_874_0.wav,fold4,0
67,water-fall_19_1.wav,fold4,1
68,talk-fall_49_1.wav,fold4,1
69,fan-fall_14_1.wav,fold4,1
70,ambient_969_0.wav,fold4,0
71,ambient_994_0.wav,fold4,0
72,ambient_2134_0.wav,fold4,0
73,shower-fall_54_1.wav,fold4,1
74,ambient_2619_0.wav,fold4,0
75,ambient-fall_19_1.wav,fold4,1
76,ambient_2464_0.wav,fold4,0
77,ambient_1839_0.wav,fold4,0
78,ambient_2349_0.wav,fold4,0
79,ambient_2499_0.wav,fold4,0
80,water-fall_9_1.wav,fold4,1
81,drip-fall_4_1.wav,fold4,1
82,drip-fall_34_1.wav,fold4,1
83,ambient_2584_0.wav,fold4,0
