,file,folder,label
0,quiet-fall_71_1.wav,fold1,1
1,ambient_1531_0.wav,fold1,0
2,ambient_2296_0.wav,fold1,0
3,ambient_2546_0.wav,fold1,0
4,ambient_131_0.wav,fold1,0
5,ambient_1806_0.wav,fold1,0
6,ambient_701_0.wav,fold1,0
7,ambient_2376_0.wav,fold1,0
8,ambient_1301_0.wav,fold1,0
9,ambient_1411_0.wav,fold1,0
10,ambient_2466_0.wav,fold1,0
11,ambient_2256_0.wav,fold1,0
12,tap-fall_61_1.wav,fold1,1
13,ambient_621_0.wav,fold1,0
14,ambient_1926_0.wav,fold1,0
15,ambient_2586_0.wav,fold1,0
16,ambient_1221_0.wav,fold1,0
17,drip-fall_6_1.wav,fold1,1
18,drip-fall_36_1.wav,fold1,1
19,ambient_876_0.wav,fold1,0
20,ambient_1771_0.wav,fold1,0
21,ambient_2706_0.wav,fold1,0
22,ambient_371_0.wav,fold1,0
23,shower-fall_56_1.wav,fold1,1
24,ambient_541_0.wav,fold1,0
25,ambient_996_0.wav,fold1,0
26,ambient_2136_0.wav,fold1,0
27,random-fall_11_1.wav,fold1,1
28,ambient_1691_0.wav,fold1,0
29,ambient_291_0.wav,fold1,0
30,ambient_1141_0.wav,fold1,0
31,fan-fall_16_1.wav,fold1,1
32,ambient_11_0.wav,fold1,0
33,tap-fall_1_1.wav,fold1,1
34,ambient_1651_0.wav,fold1,0
35,ambient_581_0.wav,fold1,0
36,ambient_956_0.wav,fold1,0
37,water-fall_26_1.wav,fold1,1
38,talk-fall_76_1.wav,fold1,1
39,shower-fall_96_1.wav,fold1,1
40,ambient_1181_0.wav,fold1,0
41,ambient_251_0.wav,fold1,0
42,ambient-fall_26_1.wav,fold1,1
43,ambient_2626_0.wav,fold1,0
44,ambient_2016_0.wav,fold1,0
45,ambient_461_0.wav,fold1,0
46,ambient_1061_0.wav,fold1,0
47,fan-fall_91_1.wav,fold1,1
48,ambient_2661_0.wav,fold1,0
49,ambient_216_0.wav,fold1,0
50,ambient-fall_61_1.wav,fold1,1
51,water-fall_61_1.wav,fold1,1
52,talk-fall_31_1.wav,fold1,1
53,random-fall_96_1.wav,fold1,1
54,ambient_1616_0.wav,fold1,0
55,ambient_56_0.wav,fold1,0
56,ambient_911_0.wav,fold1,0
57,ambient_1026_0.wav,fold1,0
58,ambient_426_0.wav,fold1,0
59,ambient_2051_0.wav,fold1,0
60,ambient_6_0.wav,fold1,0
61,ambient_336_0.wav,fold1,0
62,ambient_2741_0.wav,fold1,0
63,ambient_831_0.wav,fold1,0
64,ambient_2091_0.wav,fold1,0
65,ambient_1736_0.wav,fold1,0
66,ambient_1106_0.wav,fold1,0
67,fan-fall_51_1.wav,fold1,1
68,ambient_2171_0.wav,fold1,0
69,ambient_506_0.wav,fold1,0
70,random-fall_56_1.wav,fold1,1
71,ambient_96_0.wav,fold1,0
72,shower-fall_11_1.wav,fold1,1
73,ambient_2421_0.wav,fold1,0
74,ambient_1386_0.wav,fold1,0
75,ambient_786_0.wav,fold1,0
76,ambient_1456_0.wav,fold1,0
77,ambient_1881_0.wav,fold1,0
78,chair-fall_46_1.wav,fold1,1
79,drip-fall_71_1.wav,fold1,1
80,ambient_1266_0.wav,fold1,0
81,ambient_666_0.wav,fold1,0
82,tap-fall_26_1.wav,fold1,1
83,ambient_2211_0.wav,fold1,0
